,cg1,cg2,cg3,cg4,cg5,cl1,cl2,cl3,cw1,cw2,cw3,sg2,sg3,sg4,sg5,sg6,sl1,sl2,sl3,sw1,sw2,sw3
WBGene00002002,1047,1020,871,656,845,1132,1145,1221,1198,1226,1477,0,383,714,377,536,523,485,165,941,960,44
WBGene00002003,1096,892,864,597,1017,1101,1191,790,964,908,400,4425,1533,1536,1585,987,1449,1030,354,1452,2959,29
WBGene00002004,1230,1082,989,771,1150,1290,1545,1027,1127,1164,988,2,1898,1562,1281,206,2096,590,1309,2109,3692,23
WBGene00002005,97133,72809,98966,68933,75533,79912,98478,116097,82611,111282,169289,78062,71451,34810,33367,36536,85043,15633,31350,78361,75747,20545
WBGene00002006,4,2,2,2,3,2,5,4,4,3,4,0,2,1,0,3,0,0,0,1,22,0
WBGene00002007,62899,54860,54236,36954,47869,51464,55100,58580,51303,62798,21833,24730,45182,15972,8941,5824,21670,5268,5705,26898,18068,13931
WBGene00002008,15318,11772,20378,18442,19494,15053,17446,11916,12666,15731,6383,10706,17067,3555,3076,2344,23246,1195,15327,14272,19235,5932
WBGene00002010,25263,18980,26117,14522,13702,20514,23826,29088,19785,20942,24942,6666,6277,1207,3254,2127,7719,1412,1633,9305,7024,1388
WBGene00002011,5773,5970,1207,472,773,3911,4085,1069,4840,5129,2328,0,950,130,187,198,495,83,134,217,290,263
WBGene00002012,317,361,122,92,291,328,319,260,313,334,205,3283,11998,75373,10350,10870,969,1710,374,869,2105,17884
WBGene00002013,10,22,23,23,37,22,27,107,24,17,30,0,134,313,150,0,62,103,33,171,405,0
WBGene00002015,2,0,0,1,3,1,0,1,0,0,4,267,93,578,680,547,158,220,87,221,85,24
WBGene00002016,310,39,178,102,68,36,101,222,57,89,531,18259,4703,46637,65130,54159,2064,12085,2074,6015,1299,1177
WBGene00002017,0,0,0,0,0,0,0,0,0,0,0,8,1,124,86,148,1,5,2,2,3,0
WBGene00002018,177,18,95,56,41,24,50,137,19,44,281,85639,18782,257154,379972,269150,10823,90506,8557,27153,3874,5688
WBGene00002019,0,0,0,0,0,0,0,0,0,0,0,55,2,554,455,552,6,43,5,22,8,5
WBGene00002020,0,0,0,0,1,0,0,0,0,0,3,40,2,311,277,346,7,59,11,18,6,2
WBGene00002021,3619,2973,2435,1838,1857,1780,1788,2504,2472,2196,3341,1,1018,1279,1150,820,915,1003,216,849,474,1065
WBGene00002023,6515,6212,5557,4052,6305,5257,5902,5607,6358,6946,8210,5121,5219,4023,2375,1671,3678,2004,1588,3372,2449,3795
WBGene00002024,1612,1205,663,633,1108,1593,1954,661,1697,1067,761,0,933,728,856,501,849,35,51,442,936,230
WBGene00002025,21287,17583,15846,10028,9513,15980,19652,18891,15370,17307,41787,19837,27836,6599,6810,4248,27273,1589,6456,31073,26335,12148
WBGene00002026,588,114,1090,367,436,74,404,781,123,196,1965,270603,6395,307177,304813,209204,26066,71199,25859,112155,20375,21947
WBGene00002027,4264,3579,3247,1848,2710,4916,6440,2992,3852,4495,2240,4681,3702,4807,4860,3339,6418,3045,4116,7100,18497,971
WBGene00002028,585,545,514,384,538,754,743,420,477,448,169,1,166,138,1175,295,1091,263,216,1034,2040,0
WBGene00002029,177,161,131,81,120,169,153,149,135,134,70,0,1407,3010,3777,2781,1558,2424,1345,2783,2586,2321
WBGene00002030,75,130,60,32,46,88,81,46,63,43,35,0,45,156,0,25,135,3,0,98,15,3
WBGene00002031,171,166,199,96,134,144,141,210,130,109,118,0,92,223,404,11,186,149,0,294,199,0
WBGene00002032,1614,1572,1797,885,1007,2363,2418,2764,2071,2377,2520,0,2002,108,0,48,1427,108,461,2036,2282,1736
WBGene00002033,708,692,797,471,474,1194,1290,1193,1056,1086,1394,5478,1616,56,79,144,1873,2,617,1647,3172,14
WBGene00002034,1774,1431,1978,1017,1172,2256,2566,2437,1832,2335,3007,1,2517,7,3,38,2876,48,895,2805,3802,68
WBGene00002035,1839,1739,1425,1150,1619,1938,1978,1174,1474,1374,745,12,2113,2108,3132,2337,2367,2353,965,2157,5324,8
WBGene00002036,4135,3667,3352,2074,3301,4344,4827,2654,3105,3794,1137,6571,3224,7918,6967,4902,5076,3617,5803,7313,11612,6386
WBGene00002037,3859,3105,2693,2196,3029,3350,3392,2570,2465,2918,1480,2778,1467,3685,402,607,1807,444,481,1590,869,1152
WBGene00002038,4269,4084,3947,2199,3411,3889,3853,3815,3238,3762,2092,7187,3290,5043,4926,3423,4108,1574,4461,2829,3521,457
WBGene00002039,4139,3310,2016,1922,2868,3539,3073,2114,2192,2249,1092,0,2810,1619,366,272,1506,414,414,619,348,2495
WBGene00002040,1120,1036,936,582,1396,1040,1137,830,653,778,694,0,1395,1140,254,183,1622,165,25,968,891,6
WBGene00002041,2477,2377,2315,1108,1517,2376,2192,3109,1647,1652,1898,0,7242,831,1029,815,1506,375,460,2231,1383,1022
WBGene00002042,181,170,200,107,138,286,278,239,244,190,222,4090,757,1092,877,552,483,613,158,314,370,437
WBGene00002043,1795,1551,1513,815,1093,2143,1905,1146,1634,1595,611,1,3385,351,914,377,2675,203,734,4854,2910,1913
WBGene00002044,2524,2277,1770,1272,1567,2710,2577,1914,2185,2490,953,411,1743,500,844,929,666,279,553,723,1062,426
WBGene00002045,52809,48223,53058,26947,33212,42304,48610,68291,60406,65534,85269,3033,17026,9741,6148,7061,14659,2168,5172,18505,13959,7530
WBGene00002046,1684,1378,1870,861,1014,1495,1764,2924,1614,1850,2857,551,1351,902,1152,992,1227,361,389,1803,2097,1265
WBGene00002047,1401,1207,1125,658,877,1394,1954,1338,1316,1673,1472,0,1664,502,382,467,1446,121,628,1402,4228,129
WBGene00002048,3110,2758,2296,1245,4207,2277,2525,1432,2197,2274,991,61789,2078,44506,72585,38594,93693,54729,82007,91170,60254,23764
WBGene00002050,5849,5608,2633,1416,2788,4488,5247,1625,4449,4756,1600,0,2724,3168,1045,1572,3729,921,692,1517,2535,705
WBGene00002051,52,33,48,52,47,35,39,37,39,42,50,0,59,0,0,4,26,2,8,63,26,4
WBGene00002052,1661,1163,1463,1037,2045,2257,2368,1187,2415,2457,1059,0,546,738,262,276,924,134,217,2261,1453,296
WBGene00002053,16097,13458,9047,8592,11841,13930,14754,9551,13499,14337,9927,423,9685,4567,1337,1590,2366,324,888,3095,4259,1604
WBGene00002054,19370,18615,17053,7259,9152,14453,15511,22101,12926,12246,11974,10807,5745,1923,1366,1713,5563,306,702,7580,4419,1585
WBGene00002055,4964,5682,3861,1889,1995,3715,3645,5932,3045,3521,2825,0,1657,452,1216,620,2384,253,161,3633,1447,3450
WBGene00002056,12903,12715,11617,6198,6740,10576,11765,15551,8894,8386,9266,3639,13050,2435,3506,1706,8997,862,2156,14438,9772,1284
WBGene00002057,2114,1991,2360,793,1120,1706,1497,2667,1080,1029,1135,0,645,261,384,32,796,240,136,1458,699,809
WBGene00002058,1766,1714,1704,1014,1095,1455,1506,1496,1268,1342,1069,0,948,326,200,267,481,289,453,846,815,516
WBGene00002059,8970,8153,9180,4571,5184,8225,9998,10480,9697,12799,17491,2231,34504,1737,1702,1521,9379,884,6896,8801,8538,3456
WBGene00002060,2758,2421,2652,1497,1847,1821,2059,3002,2221,2553,3897,3550,1643,821,1030,1012,834,308,288,1196,503,269
WBGene00002061,4602,3827,3454,2024,2520,4973,6373,4057,5104,6723,4978,550,1283,286,449,851,1727,157,768,1771,1659,470
WBGene00002062,468,407,547,297,384,378,346,584,412,379,627,0,290,612,131,283,320,232,4,414,333,77
WBGene00002063,335,304,330,186,235,261,316,255,322,357,394,0,368,72,216,151,524,81,271,225,482,152
WBGene00002064,17320,15598,19265,7429,8054,19524,23854,30740,27207,37441,51437,173,10229,450,853,739,4440,658,2751,5956,5431,5174
WBGene00002065,34847,33662,28968,17296,25222,25859,26195,33985,28999,34556,23117,37071,32323,20107,17874,15912,24224,10007,10895,36025,10421,15460
WBGene00002066,12959,10177,9611,5664,8557,12481,13368,8375,9216,10269,4310,3054,2081,3990,5400,4729,3522,2017,2682,5444,6686,1506
WBGene00002067,4751,4141,4196,1540,2225,3434,2960,4160,2523,2473,1985,12,1477,6,135,45,519,4,121,1246,485,790
WBGene00002068,1461,1266,1289,736,796,2142,2970,1226,2381,2512,2023,5845,10707,1348,1066,1219,6668,303,5525,6129,21970,2404
WBGene00002069,508,456,532,352,868,407,377,484,308,310,455,1,4702,1309,596,455,2244,663,461,761,1092,3622
WBGene00002070,5822,4847,5701,4080,5922,6300,6450,4409,5878,7481,1851,0,4930,2444,2835,2335,4533,1828,2996,4074,7724,1342
WBGene00002071,2658,2414,3161,1866,2716,2498,2291,3321,2410,2876,1425,5915,2477,1086,1021,621,939,352,74,1363,806,983
WBGene00002072,666,517,599,328,441,1098,1211,703,726,716,277,0,510,149,998,524,1163,413,468,1629,3272,7
WBGene00002073,4004,3450,4270,1703,2147,4782,6584,4323,5093,6676,4576,0,3783,765,421,951,5898,411,1630,4198,18309,789
WBGene00002074,8369,6787,5992,4295,5257,8188,8888,5669,7810,8668,4438,0,3289,3136,2168,1240,5312,463,999,4965,8625,2349
WBGene00002075,2716,2211,2184,1169,1690,2746,3136,1881,2185,2633,1374,8,3557,3554,4637,4049,7831,3154,3420,6721,7908,1807
WBGene00002076,2403,2001,1842,1267,1829,2756,3188,1880,2142,2569,944,4,1122,747,2393,804,2381,1051,1660,1700,6661,1
WBGene00002077,16435,13613,14851,8550,9356,14672,18091,15815,12991,18157,12425,21571,15931,6599,2776,4154,25694,669,6654,20551,32305,4315
WBGene00002078,7867,6604,5844,3798,6431,8441,9590,5446,6911,8490,3022,0,5120,6089,5289,4221,10453,2760,4292,10602,19323,6680
WBGene00002079,3100,2521,2998,1686,2357,3252,4344,2898,2949,4332,2265,458,2467,1169,867,573,3713,923,3402,2974,7950,76
WBGene00002080,1936,1590,1455,841,1256,2492,2218,1231,1557,1735,737,2,1446,504,799,357,3519,485,480,2500,5877,414
WBGene00002081,2474,2264,1845,1225,1676,2504,2206,1865,1757,1678,591,1,2225,1944,2154,270,1967,228,555,2021,1805,2635
WBGene00002083,24751,20367,21447,13822,14015,23316,25959,27251,24749,29790,34275,9980,16047,6247,5713,6200,18594,2646,5223,20216,21334,6394
WBGene00002084,112,76,62,14,68,76,67,58,96,58,69,0,0,104,40,175,326,85,292,337,167,1
WBGene00002085,1,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,14,0,0,0,0,1
WBGene00002086,39,41,36,5,28,54,46,32,63,56,37,6326,272,2194,1352,734,3197,3384,1283,3572,1786,0
WBGene00002087,80,94,51,6,68,95,63,120,87,46,81,0,60,125,72,42,199,195,55,169,256,0
WBGene00002088,75,108,94,3,57,103,66,173,131,72,102,0,39,0,81,89,371,6,109,157,115,0
WBGene00002089,105,94,68,9,44,93,86,70,132,111,81,1465,14,1,62,57,2225,345,662,2044,968,6
WBGene00002090,36,35,9,2,1,48,42,11,56,65,17,0,0,0,0,21,12,0,1,0,51,1
WBGene00002091,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0
WBGene00002092,57,66,24,4,18,50,60,26,122,71,34,0,65,101,0,1,1601,140,257,1252,342,1
WBGene00002093,12,13,7,4,9,14,8,1,13,7,15,0,137,294,325,189,72,355,106,58,26,1
WBGene00002094,48,81,17,16,35,33,35,39,40,30,28,0,442,119,310,220,521,172,178,323,80,997
WBGene00002095,6,5,12,3,19,14,5,2,5,3,10,0,27,0,0,75,29,0,0,38,12,0
WBGene00002096,1,0,0,0,0,0,0,0,0,0,0,0,25,34,54,0,13,3,7,21,31,0
WBGene00002097,21,26,11,2,11,30,30,10,16,9,13,0,74,915,299,361,739,455,424,1178,360,0
WBGene00002098,1,7,1,1,2,0,0,2,0,1,0,0,8,1,0,0,35,0,16,45,2,246
WBGene00002099,3,4,2,0,0,1,3,2,0,1,7,0,5,1466,413,546,9,61,4,0,0,0
WBGene00002100,335,311,272,122,348,278,287,234,321,324,221,0,107,1319,2581,2574,1896,1465,2641,2520,3570,1231
WBGene00002101,151,122,106,54,164,88,73,69,87,94,87,0,274,1987,560,552,960,354,342,1208,617,404
WBGene00002102,0,0,0,0,0,0,0,4,0,0,0,0,0,0,44,0,13,0,0,1,24,0
WBGene00002103,4,8,4,0,3,1,2,1,0,2,1,0,25,0,0,0,41,0,0,8,20,0
WBGene00002104,2,4,1,0,0,2,2,2,3,2,3,0,0,89,34,40,66,0,25,57,31,0
WBGene00002105,38,42,21,4,13,45,42,25,78,49,31,0,89,624,701,444,2373,587,769,3128,1944,223
WBGene00002106,7,16,11,0,6,6,13,2,10,21,6,2419,49,366,266,235,706,186,301,760,310,0
WBGene00002107,52,56,36,2,22,45,45,31,55,45,46,0,264,2990,3720,3779,6833,2217,2431,6314,2245,272
WBGene00002108,3,5,11,1,6,5,2,4,9,4,5,0,12,123,67,165,72,16,59,83,31,0
WBGene00002109,127,120,99,6,87,116,154,95,139,142,113,3316,143,1283,741,466,11852,941,1500,9128,4891,0
WBGene00002110,549,577,819,447,814,445,451,1281,609,607,1306,67,201,772,304,188,601,88,149,476,112,291
WBGene00002111,95,70,76,10,28,85,72,68,116,91,95,1721,236,859,549,1029,4878,1157,1821,9136,2574,0
WBGene00002112,68,71,50,12,39,43,36,39,63,73,46,0,113,993,559,539,665,181,250,1193,256,0
WBGene00002113,121,156,78,6,54,144,136,53,147,149,84,0,365,4614,3945,3377,12958,1756,2499,13412,3398,534
WBGene00002114,1,5,0,0,0,25,9,1,25,3,4,0,1,0,0,0,0,1,0,0,0,0
WBGene00002115,2,6,2,1,0,1,4,1,13,3,4,0,7,26,46,0,141,9,23,204,214,0
WBGene00002116,406,533,253,113,208,315,258,647,247,182,297,8882,6383,139300,53227,44892,5365,7484,1575,5810,886,5664
WBGene00002117,7,2,0,1,1,4,8,2,12,11,2,0,0,28,7,0,1,3,0,16,7,160
WBGene00002118,987,1062,316,45,98,536,427,1274,510,466,462,0,43,567,508,316,251,117,4,276,31,95
WBGene00002119,4,2,4,1,1,4,4,4,2,2,9,0,192,3933,3707,3579,1601,5935,2381,1287,1562,1139
WBGene00002120,133,125,123,64,98,236,298,103,282,302,156,0,472,13,23,62,483,15,300,424,630,0
WBGene00002121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
WBGene00002123,1007,827,743,370,877,889,805,479,642,663,232,329,168,768,1237,1495,1485,1454,530,3095,1895,66
WBGene00002124,58,36,34,20,15,59,87,22,40,60,12,1742,35,0,414,271,41,81,173,5,81,1
WBGene00002125,477,486,281,117,264,411,427,200,346,298,119,0,285,0,89,21,247,0,99,294,282,0
WBGene00002127,2358,2057,2010,1545,1716,2179,1907,1922,2278,1956,733,5329,1300,1343,408,145,1420,166,377,2276,930,352
WBGene00002128,611,694,108,16,74,576,473,71,439,409,58,1,45,252,110,166,215,31,0,156,54,3
WBGene00002129,399,393,381,215,402,422,396,273,364,345,238,0,3689,4483,4786,3091,3945,2440,2799,3730,6720,3307
WBGene00002130,428,286,565,270,402,624,876,522,618,673,395,0,1050,331,696,571,1821,326,1370,1235,3002,2
WBGene00002131,212,208,473,210,239,343,389,544,279,342,285,0,455,0,102,2,541,2,237,342,519,886
WBGene00002132,458,414,376,198,392,458,414,361,394,453,169,2,537,145,610,236,401,1217,553,527,510,2711
WBGene00002133,211,189,167,127,203,260,215,178,148,150,89,0,992,58,91,66,519,3,390,460,506,157
WBGene00002134,5050,4430,4670,3228,4310,4404,4207,4378,5270,4613,2231,835,7077,6961,1456,1058,5818,846,987,9722,2245,3466
WBGene00002135,4584,3784,4678,3241,4356,3963,3738,4383,3783,3694,1861,4495,5113,2730,1414,658,3605,182,860,6090,1827,2556
WBGene00002136,523,395,524,262,403,974,1067,579,786,780,247,0,3046,231,318,358,6383,380,2501,5257,14487,2344
WBGene00002137,2454,2630,2280,734,988,2518,2173,3512,2415,2375,1664,1,1001,655,583,345,1572,134,429,1988,653,22
WBGene00002138,2395,2186,2245,870,1117,2268,1841,3186,1938,1872,1397,0,147,3,118,13,66,46,22,167,70,204
WBGene00002139,906,951,761,356,473,904,782,1038,689,570,455,0,716,306,334,259,658,87,173,1111,478,386
WBGene00002140,180,190,164,92,197,179,185,141,111,186,102,0,2937,9451,12866,7100,7759,3364,4953,6004,3976,1045
WBGene00002141,26,35,27,14,40,34,26,14,25,28,28,0,1,301,620,575,989,668,321,534,438,425
WBGene00002142,46,22,26,13,29,34,31,15,20,20,7,0,0,0,222,0,145,16,90,123,76,27
WBGene00002143,499,402,501,239,332,633,643,529,551,539,335,0,1018,36,106,214,1761,205,358,1821,1683,1217
WBGene00002144,346,289,279,139,239,587,847,246,600,666,229,0,198,0,125,1,1063,0,115,412,2756,0
WBGene00002146,839,810,705,360,584,684,655,915,644,519,626,55,880,473,552,681,364,236,266,452,347,446
WBGene00002147,2405,2138,919,710,1099,2733,2792,906,2084,1790,424,0,1563,803,847,565,2558,435,586,2418,4892,11
WBGene00002148,1312,1107,863,565,825,1622,1915,897,1101,1090,575,9354,1091,280,1075,384,1872,699,421,1792,4711,1279
WBGene00002149,69,71,40,37,66,84,84,30,40,57,35,0,252,964,1986,1680,1938,1152,918,3997,2022,1276
WBGene00002150,134,146,109,49,108,115,95,92,61,93,52,0,142,759,882,270,1286,2173,758,1262,633,267
WBGene00002151,118,124,97,32,115,144,109,86,107,83,34,9414,146,998,3667,2723,2475,3632,3059,3640,3711,0
WBGene00002152,9890,8366,10207,5150,6686,9278,9875,10852,8255,8825,7669,15532,9828,4658,5513,6110,13193,3003,3111,10896,11774,6202
WBGene00002153,5056,4300,4217,2411,3212,5297,4975,4651,4392,4133,2925,14622,2946,1430,910,403,4365,1287,1387,4883,5435,1108
WBGene00002162,18273,17297,20780,10197,15680,16737,17800,23344,17452,22142,26389,4,9624,6690,3647,4754,11798,1794,3249,13232,8496,3906
WBGene00002163,474,480,215,163,350,343,375,179,285,234,123,2,157,503,1798,548,986,1190,885,607,1012,132
WBGene00002169,2993,2436,2333,1439,1816,3222,3736,2506,2810,3098,1964,0,2932,3295,3804,2343,6277,4392,1888,5223,10554,245
WBGene00002173,4066,3825,2626,1781,2592,4837,4382,2885,2620,2427,940,3047,1407,1507,1957,713,2041,461,664,3936,1879,182
WBGene00002174,3534,3368,3024,1756,2562,2676,2868,2688,1772,2091,860,0,2254,412,485,171,1856,298,119,3630,936,596
WBGene00002175,1814,1561,1454,1476,2464,1486,1672,1399,1055,1451,1330,16,2883,3658,3875,2422,2413,1400,2147,4193,4940,490
WBGene00002176,310,295,303,222,532,241,255,219,181,178,256,4470,412,4743,3936,2961,2897,3122,2875,3266,4247,1356
WBGene00002177,46,81,45,15,51,41,31,24,30,15,15,40,163,7240,10314,7629,4412,4968,5238,6714,4869,767
WBGene00002178,281,257,263,83,307,237,205,240,188,147,261,1,271,2410,1956,2822,1940,2186,1484,3446,4117,2644
WBGene00002179,3173,3094,2007,1233,2858,2649,2647,1509,1697,1772,869,981,523,2377,5036,4655,1927,2562,2845,1845,3651,2679
WBGene00002180,484,448,519,309,439,431,503,642,604,572,499,0,642,260,237,110,382,22,251,469,684,624
WBGene00002181,437,400,322,377,551,367,387,192,224,242,113,0,428,127,381,429,334,51,36,928,426,861
WBGene00002182,140,149,171,94,152,147,118,175,101,93,145,20649,1487,9842,11172,8132,7253,9529,6228,10098,4133,3146
WBGene00002183,10664,9395,13651,9836,12263,9608,10621,17552,9955,11543,22007,8444,7105,3547,3357,2192,5908,576,1916,7014,7032,3017
WBGene00002184,204,207,162,104,201,182,168,172,145,150,163,0,635,314,599,409,449,166,149,457,524,258
WBGene00002185,879,850,956,564,766,1000,979,1433,761,747,935,4112,941,1346,552,736,1140,953,692,895,2053,4729
WBGene00002186,695,760,836,499,491,1391,1544,468,1026,1250,506,0,1319,229,0,0,1704,1,1958,283,2019,207
WBGene00002187,2484,2367,2102,1384,1815,2350,2075,2327,2008,1779,1527,12742,1450,448,1079,631,1375,464,301,1795,1070,5
WBGene00002188,167,161,132,65,115,140,124,118,53,46,93,0,0,251,113,74,80,146,55,24,53,8
WBGene00002189,4833,4193,4236,2646,5178,4150,4507,3679,3930,4370,3002,117414,7391,59317,78421,50875,65227,57078,55206,67682,53990,25983
WBGene00002190,6204,5529,4521,2789,5518,5152,5530,4144,4845,5709,3264,10093,3949,8839,8207,9080,9360,6222,6988,12755,11265,8229
WBGene00002191,9444,7795,7689,4197,6684,7735,8463,8228,8793,9657,8577,5785,6437,5030,3961,2983,5028,1408,2663,5611,6097,972
WBGene00002192,2551,2197,1588,1320,2293,2955,3636,1106,2051,2305,581,3826,2541,3663,2928,1967,5954,2310,3741,5543,12101,3441
WBGene00002193,309,305,408,204,212,471,587,342,499,539,345,1,1190,0,2,0,652,2,622,205,1171,739
WBGene00002194,1,3,59,10,8,0,0,37,0,0,20,0,5,0,93,0,93,1,0,0,74,1
WBGene00002195,145,160,94,31,64,127,122,63,91,40,61,0,145,673,298,268,250,313,31,0,75,10
WBGene00002196,6542,5871,5881,3371,4707,6534,6965,6371,6417,7502,7181,14256,9940,6513,5469,2969,8383,2600,3739,9493,10417,3211
WBGene00002198,347,341,503,233,377,504,582,656,431,493,597,0,942,20,596,113,1094,267,1432,603,1389,1
WBGene00002199,281,204,256,234,205,256,171,416,165,74,171,0,415,1479,436,360,1151,284,93,1593,764,1439
WBGene00002200,484,515,239,248,219,462,453,503,413,174,116,0,159,73,260,42,111,0,0,248,165,1
WBGene00002201,2734,2339,2217,1314,2061,2954,3533,1960,2256,2261,1403,2983,2376,1186,918,386,2868,548,1515,2092,9590,2851
WBGene00002202,12534,11131,9390,6846,10127,12044,13203,9862,12267,14658,8459,9477,8260,5546,5484,4214,8095,3535,3474,8993,10305,2391
WBGene00002203,2453,2228,1272,928,1875,1981,1969,936,1428,1507,920,2430,2640,3759,1974,949,2503,1801,1301,3775,2086,1425
WBGene00002204,103,122,123,68,56,175,257,80,176,241,139,0,233,0,0,0,79,0,488,84,375,0
WBGene00002205,8,10,5,0,1,7,7,0,2,0,1,0,0,39,337,20,24,0,0,0,0,7
WBGene00002206,303,287,375,207,252,406,452,351,347,502,440,0,1901,0,0,0,858,0,421,387,340,55
WBGene00002207,1472,1323,1209,904,1456,1431,1632,925,1096,1716,647,0,1056,638,509,975,1565,705,1691,1264,1803,1103
WBGene00002208,95,97,169,81,99,192,229,136,217,200,194,0,301,160,419,109,309,0,503,320,919,1
WBGene00002210,1886,1685,1128,680,1341,1781,1594,1070,1384,1491,591,65697,4336,10766,23697,10015,14688,8437,9111,20057,10609,6509
WBGene00002211,61,52,37,7,12,69,30,34,45,25,20,0,4,63,3,1,58,100,0,76,1,416
WBGene00002212,154,167,259,95,106,252,296,167,249,399,345,0,976,221,9,150,364,98,444,499,1124,0
WBGene00002213,655,632,642,382,655,607,479,501,343,344,392,0,446,423,321,478,715,64,191,971,970,1333
WBGene00002214,1321,1110,1381,493,780,1819,2440,1714,2044,2069,1028,439,1666,3394,6265,5636,5112,2574,2601,3590,5997,206
WBGene00002215,2923,2562,2774,1676,2912,2385,2516,2351,2260,2364,2187,1949,2330,8220,4991,6234,6559,3589,4065,7771,8639,7435
WBGene00002216,1032,856,1187,633,1203,1035,871,1145,777,568,783,27,598,1990,1137,589,878,831,733,907,1034,626
WBGene00002217,3003,2661,2231,1454,2762,2582,2645,1567,1611,1867,940,11301,1844,13939,17523,12204,12075,15334,18636,15013,17568,4466
WBGene00002218,30,21,14,10,13,24,12,9,18,11,8,0,0,0,91,9,84,0,4,15,0,1
WBGene00002219,2470,2217,1997,1435,1892,2687,3523,1742,2485,3754,1770,0,2847,3127,2806,2705,4724,1400,2572,2660,8306,635
WBGene00002220,637,529,489,355,526,528,612,469,487,522,389,0,626,440,717,314,766,543,222,874,488,36
WBGene00002221,556,578,464,263,330,769,1129,462,663,710,303,0,656,0,0,94,1014,11,112,675,1714,2
WBGene00002222,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,0,3,6,2,0
WBGene00002223,5360,4982,3281,3441,4882,6088,5977,3847,4081,3389,2141,609,4467,6069,4245,3777,5937,2665,3002,7293,9601,6069
WBGene00002224,88,88,40,20,39,80,97,43,65,56,36,9650,356,847,1253,9,1261,703,770,2091,503,1049
WBGene00002225,993,853,615,395,516,1736,2695,569,1792,2162,639,0,5025,844,1570,1468,11164,299,6640,6644,45867,1792
WBGene00002226,1438,1385,988,587,861,2099,3170,946,2197,2609,918,0,4685,2648,2059,1804,13017,1051,7082,8414,36383,970
WBGene00002227,243,288,417,122,159,396,506,227,409,436,253,0,983,38,119,259,403,34,542,61,380,42
WBGene00002228,1766,1626,1628,753,1017,2209,2943,1575,2205,2443,1336,0,1664,30,140,102,2998,0,1659,2371,6768,276
WBGene00002229,3269,2815,2841,1371,1897,3442,5302,2670,3266,4018,1923,1,7341,810,1483,1638,18950,360,9368,12619,54962,364
WBGene00002230,426,300,299,201,382,284,342,242,232,258,332,7000,399,1226,305,480,687,455,514,940,520,220
WBGene00002231,2096,1786,1873,905,1237,2491,3019,1999,2051,2368,1393,933,1685,389,323,134,1720,95,1220,2672,4591,958
WBGene00002232,1775,1747,1610,826,1735,1442,1597,1310,1286,1303,938,7266,1794,2730,4032,3321,7701,12875,29701,6218,9687,6270
WBGene00002233,304,334,102,49,104,295,263,137,268,257,51,179,1156,1223,1702,367,1885,374,796,3317,621,0
WBGene00002234,516,498,451,230,276,506,454,622,364,430,262,0,1251,350,210,321,865,421,170,1137,1142,798
WBGene00002235,267,280,202,87,123,260,295,258,216,226,200,816,352,225,399,126,934,47,476,598,765,82
WBGene00002238,13295,10619,14500,6770,8861,13015,15146,15417,13147,15717,15944,1,10101,2805,3391,2925,14955,1115,3756,14232,19777,1191
WBGene00002239,676,598,557,298,397,627,567,540,414,457,315,0,352,826,180,482,739,476,257,1362,881,873
WBGene00002240,455,392,244,258,397,546,731,178,455,497,169,0,922,1514,902,865,870,591,1333,757,2917,1
WBGene00002241,1128,911,1245,611,781,1096,1403,1383,1086,1103,1494,2,766,879,1953,1507,1418,654,641,2147,3035,318
WBGene00002242,127,94,112,86,166,95,107,87,72,61,52,27288,237,5325,1606,925,3131,1323,4205,8049,5477,1545
